Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
20/11/2022 05:16,19/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",340942223,20/11/2022 11:30,
20/11/2022 00:00,20/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",74732069,21/11/2022 16:01,A
20/11/2022 00:00,20/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1602328599,23/11/2022 14:01,A
20/11/2022 00:00,20/11/2022,"NTS Energy Offtaken, Powerstations Total",821312715,25/11/2022 14:01,A
20/11/2022 00:00,20/11/2022,"NTS Energy Offtaken, Storage Injection Total",135924068,21/11/2022 12:01,L
19/11/2022 05:16,18/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",379028055,19/11/2022 11:30,
19/11/2022 00:00,19/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",71175700,20/11/2022 12:01,L
19/11/2022 00:00,19/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1516669364,23/11/2022 14:01,A
19/11/2022 00:00,19/11/2022,"NTS Energy Offtaken, Powerstations Total",752550403,21/11/2022 12:01,A
19/11/2022 00:00,19/11/2022,"NTS Energy Offtaken, Storage Injection Total",240505678,20/11/2022 12:01,L
18/11/2022 05:16,17/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",383378905,18/11/2022 11:30,
18/11/2022 00:00,18/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",69847560,19/11/2022 12:01,L
18/11/2022 00:00,18/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1549960206,23/11/2022 14:01,A
18/11/2022 00:00,18/11/2022,"NTS Energy Offtaken, Powerstations Total",725311784,21/11/2022 12:01,A
18/11/2022 00:00,18/11/2022,"NTS Energy Offtaken, Storage Injection Total",76158927,19/11/2022 16:01,A
17/11/2022 05:16,16/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",386516135,17/11/2022 11:30,
17/11/2022 00:00,17/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",63635523,19/11/2022 16:01,A
17/11/2022 00:00,17/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1566577437,22/11/2022 14:01,A
17/11/2022 00:00,17/11/2022,"NTS Energy Offtaken, Powerstations Total",607057867,22/11/2022 12:01,A
17/11/2022 00:00,17/11/2022,"NTS Energy Offtaken, Storage Injection Total",330165955,18/11/2022 12:01,L
16/11/2022 05:16,15/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",365466969,16/11/2022 11:30,
16/11/2022 00:00,16/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",69575630,17/11/2022 16:01,A
16/11/2022 00:00,16/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1547196789,18/11/2022 16:01,A
16/11/2022 00:00,16/11/2022,"NTS Energy Offtaken, Powerstations Total",615612436,21/11/2022 12:01,A
16/11/2022 00:00,16/11/2022,"NTS Energy Offtaken, Storage Injection Total",246043269,17/11/2022 12:01,L
15/11/2022 05:16,14/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",880950359,15/11/2022 11:30,
15/11/2022 00:00,15/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",68014336,17/11/2022 14:01,A
15/11/2022 00:00,15/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1409540150,18/11/2022 16:01,A
15/11/2022 00:00,15/11/2022,"NTS Energy Offtaken, Powerstations Total",663632463,18/11/2022 14:01,A
15/11/2022 00:00,15/11/2022,"NTS Energy Offtaken, Storage Injection Total",232319176,16/11/2022 12:01,L
14/11/2022 05:16,13/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",923508734,14/11/2022 11:30,
14/11/2022 00:00,14/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",71060342,15/11/2022 14:01,A
14/11/2022 00:00,14/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1277278053,18/11/2022 16:01,A
